macd_slow_opt,macd_fast_opt,macd_signal_opt,sma_slow,sma_fast,multiple_hold,ann_log_mean_hold,ann_log_std_hold,sharpe_ratio_hold,multiple_macd_strategy,ann_log_mean_macd,ann_log_std_macd,sharpe_ratio_macd,multiple_macd_strategy_net,ann_log_mean_macd_net,ann_log_std_macd_net,sharpe_ratio_macd_net,success_trades_net,failure_trades_net,success_trades_net_pct,failure_trades_net_pct,total_trades,start_opt,end_opt
15,2,2,60,10,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.5806699057701827,-0.6541692551661221,0.38793750703079743,-1.6862748337303441,0.5033744533915815,-0.8260815337706148,0.3887288201354619,-2.1250843543906694,74,94,44.0,56.0,168,2022-01-09-00:00,2022-11-08-16:00
15,2,2,60,20,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.8093936555905831,-0.25449597368296445,0.3915881933248787,-0.6499071678390044,0.7197801887799519,-0.3957096311080841,0.392043084618991,-1.0093524070005122,61,77,44.2,55.8,138,2022-01-09-00:00,2022-11-08-16:00
15,2,2,60,30,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.6098318841229318,-0.5951985665719486,0.38472615325883724,-1.5470707190823834,0.5432362836901131,-0.7343656492517774,0.38507695351756654,-1.9070620626437382,52,84,38.2,61.8,136,2022-01-09-00:00,2022-11-08-16:00
15,2,2,60,40,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.6296631423129513,-0.5566857816570809,0.39096269121907506,-1.4238846676680545,0.5552078764439048,-0.7081323128086593,0.39124340090925963,-1.8099533721538605,64,84,43.2,56.8,148,2022-01-09-00:00,2022-11-08-16:00
15,2,2,60,50,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.6370973301998457,-0.5425601981145951,0.38704388021270725,-1.4018053917204967,0.5513521700524909,-0.7165190514643804,0.38745148100994603,-1.849312976160716,62,108,36.5,63.5,170,2022-01-09-00:00,2022-11-08-16:00
15,2,2,80,10,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.5980337829751396,-0.618709489244908,0.39141947211710176,-1.580681425730929,0.5300156731537238,-0.7640162961606101,0.3919679415169761,-1.9491805712573067,62,80,43.7,56.3,142,2022-01-09-00:00,2022-11-08-16:00
15,2,2,80,20,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.5737174011641031,-0.6686655621039821,0.3881773237190253,-1.7225775985512817,0.5145538860416452,-0.7996463458026438,0.38856601381926037,-2.0579420674052966,55,73,43.0,57.0,128,2022-01-09-00:00,2022-11-08-16:00
15,2,2,80,30,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.5564095142677297,-0.7055304714720015,0.38163694940549464,-1.8486953964260036,0.5075897940539585,-0.8160455077177481,0.3819304665014756,-2.1366337050636814,48,60,44.4,55.6,108,2022-01-09-00:00,2022-11-08-16:00
15,2,2,80,40,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.6705683679596304,-0.48093906231576544,0.3812217385869653,-1.2615730259727893,0.6117322782297877,-0.5914540985615101,0.3815362764843481,-1.5501909910413814,50,58,46.3,53.7,108,2022-01-09-00:00,2022-11-08-16:00
15,2,2,80,50,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.6489989248471902,-0.5202857751951773,0.38462094796872087,-1.3527234487433308,0.594072446306647,-0.6267076619503391,0.38479811658638535,-1.628666136700402,49,55,47.1,52.9,104,2022-01-09-00:00,2022-11-08-16:00
15,2,2,100,10,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.8010384966258616,-0.2669835617382859,0.385965340072707,-0.6917293705387959,0.725800936631425,-0.38568489696519687,0.3864316121672658,-0.9980676653292389,55,61,47.4,52.6,116,2022-01-09-00:00,2022-11-08-16:00
15,2,2,100,20,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.6351175737294154,-0.5463057345408843,0.385794626714886,-1.4160532488302924,0.5813659102850045,-0.6527276212960459,0.386052854153937,-1.6907726863632342,60,44,57.7,42.3,104,2022-01-09-00:00,2022-11-08-16:00
15,2,2,100,30,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.5865315038085307,-0.6420817613962607,0.3829451444695709,-1.6766938311376893,0.540556350584171,-0.7403173491702556,0.3832709855184148,-1.9315768141668683,40,56,41.7,58.3,96,2022-01-09-00:00,2022-11-08-16:00
15,2,2,100,40,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.6285768577043829,-0.5587637677131596,0.38550829055248387,-1.4494208851186519,0.5842527489158722,-0.646766481760697,0.385678960056828,-1.6769555737896589,40,46,46.5,53.5,86,2022-01-09-00:00,2022-11-08-16:00
15,2,2,100,50,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.5825336421947436,-0.6503127712096134,0.38922238177794116,-1.6708000404268357,0.5414562716025377,-0.7383154852571506,0.38936089829012477,-1.8962240135038138,40,46,46.5,53.5,86,2022-01-09-00:00,2022-11-08-16:00
15,2,2,120,10,0.47391344315164785,-0.8986618917596881,0.6581525419463246,-1.3654310125462954,0.7506795846470999,-0.3451244676447419,0.38962220300535744,-0.8857926087954395,0.6894886735273262,-0.44745320490932106,0.38999840994478985,-1.1473205877241006,47,53,47.0,53.0,100,2022-01-09-00:00,2022-11-08-16:00
