Date,Open,High,Low,Close,Volume,macd_diff,macd_macd,macd_signal,sma_fast_ps,sma_slow_ps,position,macd_inv_sign,sma_conf,sma_inv_sign,macd_diff_conf,sl_flag_short,tp_flag_short,sl_flag_long,tp_flag_long,Complete,emg_pos,trades,log_returns_hold,multiple_hold_acum,macd_log_returns,macd_log_returns_net,macd_multiple_acum,macd_multiple_net_acum,ses,macd_simplecret_net_ses,macd_simple_ret,eff_lev,macd_simple_ret_net_lev,macd_simple_ret_net_lev_acum
2022-12-14-16:00,18054.8,18138.2,18053.1,18096.1,9293.676,0.31610738084766865,39.75000662151797,39.4338992406703,18055.48,17927.313333333335,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.002284868037456231,1.0186779101906618,0.002284868037456231,0.002284868037456231,1.0150893863836516,1.0146732037955921,1.0,0.015089386383651648,0.002287480337638703,15.59531350319519,0.0369061395552492,1.2909794606787373
2022-12-14-16:05,18096.0,18114.0,18080.5,18080.8,2925.976,-0.9604268672459995,37.99325893980131,38.95368580704731,18057.066666666666,17931.596666666668,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0008458436688715675,1.0178166322343112,-0.0008458436688715675,-0.0008458436688715675,1.0142311424740984,1.0138153117626085,1.0,0.014231142474098402,-0.00084548604395418,15.790333215435073,-0.013185619918041706,1.273957096188229
2022-12-14-16:10,18080.8,18090.5,18065.1,18076.1,2636.306,-2.8968235176831882,34.60845053052253,37.50527404820572,18058.42,17935.89833333333,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0002599780416171009,1.0175520566529486,-0.0002599780416171009,-0.0002599780416171009,1.0139674989201832,1.013551776301496,1.0,0.01396749892018323,-0.00025994425025444023,15.851291922252301,-0.004104606328954054,1.2687280038283988
2022-12-14-16:15,18076.0,18104.1,18063.3,18102.9,1820.989,0.2292116166380822,37.849091473162844,37.61987985652476,18063.22666666667,17940.51166666667,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0014815227011231312,1.0190607003934844,0.0014815227011231312,0.0014815227011231312,1.0154708281212312,1.0150544891435849,1.0,0.01547082812123124,0.001482620698048942,15.510279268820318,0.023501453494747263,1.2985449560078555
2022-12-14-16:20,18102.5,18142.7,18100.9,18127.3,3947.504,4.527899520868779,44.41172913782793,39.883829616959154,18068.633333333335,17945.466666666667,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0013469428095335542,1.0204342417094945,0.0013469428095335542,0.0013469428095335542,1.0168395308266627,1.016422630686382,1.0,0.016839530826662674,0.0013478503444197543,15.213145847233259,0.02090553525452604,1.3256917333652647
2022-12-14-16:25,18127.3,18149.6,18117.2,18133.2,3489.19,5.654121087794067,48.36501124865026,42.710890160856195,18075.68,17950.566666666666,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.00032542298380158633,1.0207663685031199,0.00032542298380158633,0.00032542298380158633,1.0171704876283858,1.0167534517971402,1.0,0.0171704876283858,0.0003254759396049689,15.143116025236898,0.004951512938975676,1.3322559131361158
2022-12-14-16:30,18133.3,18143.6,18089.7,18089.9,4131.63,-2.537520357194772,38.90460962506404,41.44212998225881,18077.3,17955.015,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0023907407496285868,1.0183288955939709,-0.0023907407496285868,-0.0023907407496285868,1.0147416012699766,1.0143255612724225,1.0,0.01474160126997659,-0.002387885205038187,15.673718001481609,-0.03616002271483987,1.284081509055134
2022-12-14-16:35,18089.9,18111.6,18080.1,18092.7,3597.997,-5.874796438623868,32.629935324323014,38.50473176294688,18078.62,17959.57833333333,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.00015477052536786156,1.0184865150892506,0.00015477052536786156,0.00015477052536786156,1.014898665514862,1.0144825611215957,1.0,0.014898665514861964,0.00015478250294354012,15.638205461750943,0.002426017302700545,1.2871967130141797
2022-12-14-16:40,18092.6,18114.6,18092.6,18110.7,1213.745,-4.273118197988261,32.095054465964495,36.368172663952755,18084.0,17964.326666666664,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.00099438182508789,1.0194997832731925,0.00099438182508789,0.00099438182508789,1.0159083642319837,1.0154918458662823,1.0,0.015908364231983718,0.0009948763866090005,15.413952023694563,0.015558081342835914,1.3072230241794853
2022-12-14-16:45,18110.7,18119.2,18095.0,18107.5,1317.102,-4.251026751564083,29.99163253660663,34.242659288170714,18087.94,17969.101666666666,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0001767067390608775,1.0193196467071584,-0.0001767067390608775,-0.0001767067390608775,1.0157288622378289,1.0153124174672268,1.0,0.015728862237828878,-0.00017669112734464143,15.453315752866438,-0.0027235085599028094,1.3036627910834304
2022-12-14-16:50,18107.4,18120.4,18094.7,18094.8,1230.741,-6.330454854364717,24.746977006623638,31.077431860988355,18091.446666666667,17973.495,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0007016129097310097,1.0186047297107104,-0.0007016129097310097,-0.0007016129097310097,1.0150164636985262,1.0146003110084758,1.0,0.015016463698526161,-0.0007013668369461046,15.611683656081947,-0.010838443189917344,1.2895331159834635
2022-12-14-16:55,18094.8,18099.8,18083.0,18096.9,1668.624,-6.5196774600802705,21.29791567086795,27.81759313094822,18093.966666666667,17978.025,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.00011604870743067796,1.0187229443321704,0.00011604870743067796,0.00011604870743067796,1.0151342618821906,1.0147180608953559,1.0,0.01513426188219058,0.00011605544134241086,15.585257782122115,0.0018118208368046928,1.291869518952752
2022-12-14-17:00,18096.9,18128.6,18091.8,18128.6,2051.074,-1.1523792813285638,26.08902420895538,27.241403490283943,18098.0,17983.005,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0017501488228721686,1.020507422189446,0.0017501488228721686,0.0017501488228721686,1.016912453511788,1.016495523473498,1.0,0.01691245351178794,0.0017516812271713977,15.197656043693554,0.027300403477570245,1.3271380780605369
2022-12-14-17:05,18128.5,18146.6,18124.2,18132.8,2469.649,1.272848479427367,29.150676209425,27.877827729997634,18101.673333333332,17987.713333333333,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0002316512886310486,1.0207438514323657,0.0002316512886310486,0.0002316512886310486,1.0171480498791166,1.0167310232472584,1.0,0.017148049879116556,0.00023167812186275505,15.147841995564129,0.003520964408919071,1.3318108839991094
2022-12-14-17:10,18132.8,18142.5,18110.0,18118.8,1922.059,-0.7594616105516927,26.738635314170097,27.49809692472179,18105.940000000002,17992.001666666667,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0007723797402596615,1.0199557539559665,-0.0007723797402596615,-0.0007723797402596615,1.0163627286546886,1.0159460240013911,1.0,0.016362728654688574,-0.0007720815318097429,15.31526429455944,-0.011695369051547106,1.3162348642038726
2022-12-14-17:15,18118.8,18118.8,18101.7,18109.4,1032.712,-3.5341894826749183,22.196812700709415,25.731002183384334,18106.826666666668,17996.021666666667,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0005189327767287619,1.0194266027932413,-0.0005189327767287619,-0.0005189327767287619,1.0158354415468585,1.0154189530791662,1.0,0.015835441546858453,-0.0005187981544030329,15.429917650416856,-0.007945530850212105,1.305776679484216
2022-12-14-17:20,18109.5,18127.0,18103.7,18126.9,937.68,-1.8744637261532375,22.919306594154477,24.793770320307715,18109.9,18000.41,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0009658823533594658,1.0204117246387403,0.0009658823533594658,0.0009658823533594658,1.0168170930773934,1.0164002021365002,1.0,0.01681709307739343,0.0009663489679392345,15.21791874273289,0.014910684996867707,1.325246704228261
2022-12-14-17:25,18126.9,18129.0,18069.0,18086.6,2718.943,-7.841005925769309,13.032261431653751,20.87326735742306,18110.6,18003.938333333335,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0022256902335409828,1.018143129760248,-0.0022256902335409828,-0.0022256902335409828,1.014556489838504,1.0141405257358964,1.0,0.014556489838503994,-0.0022232152215769796,15.715793909745432,-0.03383270858956537,1.2804100186748244
2022-12-14-17:30,18086.6,18105.8,18086.2,18099.2,1258.792,-7.478895368905722,9.65492430406448,17.1338196729702,18110.353333333333,18007.64333333333,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.000696405800575416,1.0188524174890072,0.000696405800575416,0.000696405800575416,1.0152632789404892,1.0148470250571768,1.0,0.015263278940489178,0.0006966483473953566,15.556424614617736,0.010948381855230166,1.2944284364905387
2022-12-14-17:35,18099.2,18114.0,18091.6,18112.0,1003.394,-4.51660389098101,10.358913836498687,14.875517727479696,18109.333333333332,18011.376666666663,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0007069636208199028,1.0195729637531439,0.0007069636208199028,0.0007069636208199028,1.0159812869171092,1.0155647386533984,1.0,0.015981286917109205,0.0007072135785006761,15.398021687474259,0.01100171472037981,1.3086693688747548
2022-12-14-17:40,18112.0,18117.9,18101.6,18107.9,867.769,-3.5980134452086503,9.478497559666721,13.076511004875371,18107.646666666667,18015.085000000003,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.00022639488333824382,1.0193421637779125,-0.00022639488333824382,-0.00022639488333824382,1.0157512999870981,1.0153348460171088,1.0,0.015751299987098122,-0.00022636925795049834,15.448383532894578,-0.0034856387432992283,1.3041078202204361
2022-12-14-17:45,18107.9,18113.9,18100.4,18113.9,651.243,-2.0009276263185996,10.075119565397472,12.076047191716071,18109.246666666666,18019.096666666668,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0003312922082766044,1.0196799198392266,0.0003312922082766044,0.0003312922082766044,1.0160878662261386,1.0156712742653375,1.0,0.01608786622613856,0.0003313470916008754,15.374802127054654,0.005118776953559475,1.3107832572755371
2022-12-14-17:50,18113.8,18113.9,18095.1,18102.9,783.485,-3.053302046255663,7.496094122332579,10.549396168588242,18109.92666666667,18022.751666666667,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0006074529134683365,1.0190607003934842,-0.0006074529134683365,-0.0006074529134683365,1.0154708281212308,1.0150544891435846,1.0,0.015470828121230795,-0.0006072684512998805,15.510279268820417,-0.009336632276738588,1.29854495600785
2022-12-14-17:55,18102.9,18108.4,18084.2,18089.3,1125.993,-5.389980783018083,2.464424994061119,7.854405777079202,18108.5,18025.681666666664,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0007515431855553538,1.018295119987839,-0.0007515431855553538,-0.0007515431855553538,1.014707944646072,1.0142919184475991,1.0,0.014707944646072058,-0.0007512608477096006,15.681350260715899,-0.01165226555170667,1.2834139653496173
2022-12-14-18:00,18089.4,18095.9,18069.1,18086.8,2052.311,-6.065619748069714,-1.2440238450253673,4.821595903044346,18107.12,18028.955,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.00013821279817223046,1.018154388295625,-0.00013821279817223046,-0.00013821279817223046,1.0145677087131386,1.014151740010837,1.0,0.014567708713138616,-0.00013820324722346733,15.713236986938153,-0.0021672135268795034,1.2806325332433255
2022-12-14-18:05,18086.8,18113.9,18080.0,18110.3,1441.129,-1.778487326173722,2.1538649137837638,3.9323522399574857,18108.153333333332,18032.438333333335,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0012984467430639105,1.019477266202438,0.0012984467430639105,0.0012984467430639105,1.015885926482714,1.0154694173164,1.0,0.01588592648271403,0.0012992900900103965,15.41886076003263,0.020416053099113565,1.3067779950424736
2022-12-14-18:10,18110.2,18199.0,18108.2,18188.1,12160.219,12.484310491621573,22.658817977389845,10.174507485768272,18114.233333333334,18037.41,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.00428669688670617,1.0238568364641427,0.00428669688670617,0.00428669688670617,1.0202500687156069,1.0198317702684339,1.0,0.02025006871560686,0.0042958979144465115,14.523118444849954,0.06623785178216532,1.3933361621902922
2022-12-14-18:15,18188.1,18198.0,18163.8,18184.3,3367.03,15.485525306180733,33.402795445039374,17.91727013885864,18117.946666666667,18042.108333333334,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.00020894964389615194,1.0236429242919773,-0.00020894964389615194,-0.00020894964389615194,1.020036910097548,1.0196186990445555,1.0,0.020036910097547933,-0.00020892781543968564,14.564276303406773,-0.0030342834100543056,1.3891083853887294
2022-12-14-18:20,18184.3,18295.0,18179.0,18231.4,17188.203,21.413266107620206,50.03716930028895,28.623903192668745,18124.52,18047.298333333336,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.002586797796786959,1.0262943093732921,0.002586797796786959,0.002586797796786959,1.0226789550740165,1.022259660793152,1.0,0.022678955074016516,0.002590146445010433,14.071184072920648,0.03772360849141874,1.4415105662712806
2022-12-14-18:25,18231.5,18262.6,18231.5,18250.0,5116.579,22.857858546870162,62.910691012973984,40.05283246610382,18133.266666666666,18052.883333333335,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0010196977973247479,1.0273413531633653,0.0010196977973247479,0.0010196977973247479,1.023722310415042,1.0233025883626612,1.0,0.023722310415041914,0.0010202178658795802,13.886194079535617,0.014355673385273842,1.4622044211420924
2022-12-14-18:30,18250.0,18298.0,18249.1,18272.6,4612.751,22.671084989511513,74.05945995037109,51.38837496085958,18144.146666666667,18059.443333333333,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.001237590033818236,1.028613567660981,0.001237590033818236,0.001237590033818236,1.0249900432487613,1.0245698014309896,1.0,0.024990043248761307,0.0012383561643833918,13.668348474591555,0.01719605403821709,1.4873485673829716
2022-12-14-18:35,18272.6,18330.0,18268.2,18313.7,9333.793,24.553573058831923,88.21873454910747,63.665161490275544,18156.6,18066.931666666667,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.002246743578274336,1.030927196680982,0.002246743578274336,0.002246743578274336,1.0272955219861892,1.0268743349313572,1.0,0.02729552198618923,0.0022492693978963807,13.29049206977011,0.030743797943682462,1.5330753112104192
2022-12-14-18:40,18313.7,18350.0,18266.0,18308.2,8692.36,19.32264622603131,92.64913082932253,73.32648460329122,18171.373333333337,18074.286666666667,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0003003667227178646,1.030617586958111,-0.0003003667227178646,-0.0003003667227178646,1.0269870029337353,1.0265659423704807,1.0,0.02698700293373535,-0.00030032161714999006,13.339745201117763,-0.003991422071112478,1.5269561605765762
2022-12-14-18:45,18308.3,18329.7,18286.5,18315.0,4447.731,13.781836076505869,93.99923871805004,80.21740264154417,18185.760000000002,18081.56,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.000371349312902395,1.0310003771609335,0.000371349312902395,0.000371349312902395,1.0273684446713147,1.0269472277184732,1.0,0.027368444671314718,0.0003714182715941483,13.278907816176172,0.004954625106105494,1.5345216559056913
2022-12-14-18:50,18315.1,18328.9,18289.4,18313.8,3122.528,7.550913176245231,91.54377240591202,83.99285922966679,18199.213333333333,18088.491666666665,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-6.5522212053329e-05,1.0309328259486708,-6.5522212053329e-05,-6.5522212053329e-05,1.0273011314235065,1.0268799420688275,1.0,0.02730113142350654,-6.552006552007494e-05,13.289600197379698,-0.0008700349101508981,1.5331865684946708
2022-12-14-18:55,18313.8,18400.0,17805.0,18215.0,30057.976,-13.573415180629041,63.63273645872323,77.20615163935227,18206.353333333333,18093.890000000003,0.0,-1.0,1.0,0.0,-1.0,False,False,True,False,True,False,1,-0.005409443558197261,1.025371109472367,-0.005409443558197261,-0.00581952362953724,1.021759007353972,1.0209213448963517,1.0,0.021340090247992993,-0.005802623002326035,14.316495629562597,-0.07711453979703205,1.4149555918422134
2022-12-14-19:00,18215.3,18400.0,17771.5,17979.6,45576.134,-58.98423275439376,-11.270197492238367,47.71403526215539,18197.4,18095.216666666667,0.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.013007648605565431,1.0121198133334817,-0.0,-0.0,1.021759007353972,1.0209213448963517,2.0,0.0,0.0,20.0,0.0,1.4149555918422134
2022-12-14-19:05,17980.0,18032.6,17880.2,17914.5,13797.769,-79.53733077967017,-71.59196090734986,7.945369872320313,18184.84,18095.158333333333,0.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0036273410605074277,1.008455160068225,-0.0,-0.0,1.021759007353972,1.0209213448963517,2.0,0.0,0.0,20.0,0.0,1.4149555918422134
2022-12-14-19:10,17914.4,17972.2,17898.2,17934.5,8715.183,-72.59148070982901,-100.9418511924232,-28.350370482594187,18174.52,18095.211666666666,0.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0011157913512223378,1.0095810136059384,0.0,0.0,1.021759007353972,1.0209213448963517,2.0,0.0,0.0,20.0,0.0,1.4149555918422134
2022-12-14-19:15,17934.6,17959.9,17903.2,17914.1,5828.173,-61.298152520286266,-120.29759926302359,-58.99944674273732,18163.006666666668,18095.090000000004,0.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0011381198820617654,1.0084326429974708,-0.0,-0.0,1.021759007353972,1.0209213448963517,2.0,0.0,0.0,20.0,0.0,1.4149555918422134
2022-12-14-19:20,17914.1,17937.6,17842.2,17850.7,9396.481,-56.16620991465453,-143.24876161471911,-87.08255170006458,18145.7,18093.673333333332,0.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.003545389120607051,1.0048636872829197,-0.0,-0.0,1.021759007353972,1.0209213448963517,2.0,0.0,0.0,20.0,0.0,1.4149555918422134
2022-12-14-19:25,17850.7,17914.6,17829.1,17892.1,6529.117,-37.07003037839259,-142.68759726765347,-105.61756688926089,18125.966666666667,18092.818333333336,0.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0023165515020711768,1.0071942041059863,0.0,0.0,1.021759007353972,1.0209213448963517,2.0,0.0,0.0,20.0,0.0,1.4149555918422134
2022-12-14-19:30,17892.1,17892.2,17704.3,17717.2,16083.797,-49.22976163084493,-179.4622093355283,-130.23244770468338,18094.826666666668,18088.811666666665,0.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.009823355497617208,0.9973486149186838,-0.0,-0.0,1.021759007353972,1.0209213448963517,2.0,0.0,0.0,20.0,0.0,1.4149555918422134
2022-12-14-19:35,17717.2,17816.8,17714.6,17796.1,12337.075,-31.285564260862145,-177.1607940959766,-145.87522983511445,18065.806666666664,18084.844999999998,-1.0,0.0,-1.0,-1.0,-1.0,False,False,False,False,True,False,1,0.004443413020824457,1.0017901071249624,0.0,-0.0004100800713399792,1.021759007353972,1.0205027712286296,2.0,-0.00040999599999991254,-0.00040999599999991254,20.15708657736745,-0.00819991999999825,1.4033530691855571
2022-12-14-19:40,17796.1,17868.0,17756.0,17826.3,12359.12,-11.388520435337455,-162.95801048812064,-151.56949005278318,18037.56,18081.873333333333,-1.0,0.0,-1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0016955627490146186,1.0034901459669097,-0.0016955627490146186,-0.0016955627490146186,1.0200280187572306,1.0187739108542893,3.0,-0.0016941260945906311,-0.0016941260945906311,20.666345377795093,-0.03414864636164075,1.3554304615054165
2022-12-14-19:45,17826.5,17828.8,17773.9,17803.1,5597.344,-2.11486761218481,-154.74179147106042,-152.6269238588756,18006.260000000002,18078.178333333333,-1.0,0.0,-1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.001302295479513175,1.0021841558631621,0.001302295479513175,0.001302295479513175,1.0213572619808922,1.0201015197949692,3.0,-0.0003931899500648761,0.0013031438345008084,20.15059644116831,0.026931220560737955,1.3919338582189615
2022-12-14-19:50,17803.2,17823.7,17780.5,17785.1,4264.649,2.3117803811934436,-149.15925328708545,-151.4710336682789,17971.02,18073.646666666664,-1.0,1.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0010115713374048514,1.00117088767922,0.0010115713374048514,0.0010115713374048514,1.0223909604540893,1.0211339473526613,3.0,0.000618495257265872,0.0010120831482534065,19.767843555437086,0.020394079085361512,1.4203210674050715
2022-12-14-19:55,17785.1,17810.0,17772.3,17789.5,4851.22,7.641239381804326,-140.0091745955724,-147.65041397737673,17936.44,18069.208333333332,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,0.00024736750504233057,1.0014185754575171,-0.00024736750504233057,-0.00024736750504233057,1.022138085430845,1.0208813832351564,3.0,0.000371005368335231,-0.0002473369122236724,19.86005635688978,-0.0048893173863224304,1.4133766669160477
2022-12-14-20:00,17789.5,17853.6,17761.3,17853.6,6716.545,21.911316619284833,-114.78343904844951,-136.69475566773434,17905.68,18066.255,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,0.003596772957679255,1.0050269360458883,-0.003596772957679255,-0.003596772957679255,1.0184682904720628,1.0172161002297473,3.0,-0.0032206389747727604,-0.0035903123179639174,21.30810124763531,-0.07130380497359898,1.3125975327040305
2022-12-14-20:05,17853.5,17859.1,17823.0,17840.2,3656.512,25.053521438119304,-99.1144735105554,-124.1679949486747,17874.106666666667,18062.821666666667,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0007508307117490554,1.0042726141756206,0.0007508307117490554,0.0007508307117490554,1.0192332748944528,1.0179801441161989,3.0,-0.0024719453817785286,0.0007511126556876135,20.98819450177508,0.01600478451577191,1.3336053733708921
2022-12-14-20:10,17840.1,17944.4,17827.2,17913.3,9667.805,36.70393109061084,-69.11209831275846,-105.8160294033693,17853.993333333332,18060.918333333335,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,0.004089115854835355,1.0083876088559625,-0.004089115854835355,-0.004089115854835355,1.0150740215801677,1.0138260045363954,3.0,-0.006542624753674842,-0.004080766804553049,22.860501114372614,-0.08564792741034656,1.2193848371583738
2022-12-14-20:15,17913.2,17914.2,17871.2,17889.9,4681.684,34.282138760320265,-54.3928212628889,-88.67496002320917,17848.013333333332,18057.989999999998,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0013071459161095307,1.007070360216838,0.0013071459161095307,0.0013071459161095307,1.016401739013187,1.0151520895623682,3.0,-0.005243181907110039,0.0013080006036925163,22.225816322070408,0.02990154925831282,1.2558463329315046
2022-12-14-20:20,17889.9,17895.8,17850.0,17859.5,2705.131,25.09939589757805,-51.0258661768421,-76.12526207442015,17844.346666666668,18054.433333333334,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0017007282543264318,1.005359062839514,0.0017007282543264318,0.0017007282543264318,1.0181318329612818,1.0168800563880183,3.0,-0.003549931409054352,0.0017021753128587669,21.45206883042537,0.03783223585156168,1.3033578075922883
2022-12-14-20:25,17859.5,17862.9,17735.4,17743.7,6446.169,0.7857985943994237,-74.94656418282102,-75.73236277722044,17831.626666666667,18049.66166666667,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,-0.006505056194204927,0.998840370856154,0.006505056194204927,0.006505056194204927,1.0247764260425962,1.0235164800499226,3.0,0.002953160840185154,0.006526260024684927,18.94038325430921,0.14000177925479462,1.485830219660837
2022-12-14-20:30,17743.7,17768.0,17661.4,17693.2,13251.124,-15.524741634015783,-99.01947522824412,-83.49473359422834,17816.9,18043.741666666665,-1.0,-1.0,-1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0028501383690729956,0.995997590673428,0.0028501383690729956,0.0028501383690729956,1.027701346888749,1.026437804753341,3.0,0.00581579363823348,0.0028542038749350684,18.02027218599389,0.05405971527720463,1.5661537782859685
2022-12-14-20:35,17693.3,17742.9,17659.4,17720.2,6742.937,-13.648575578965705,-103.96759696267691,-90.3190213837112,17808.2,18038.375,-1.0,0.0,-1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0015248468224799982,0.997517492949341,-0.0015248468224799982,-0.0015248468224799982,1.026135453932349,1.0248738370369301,3.0,0.004283247367410814,-0.001523684834257022,18.500795292699028,-0.02745721543898252,1.5231515565849942
2022-12-14-20:40,17720.2,17744.1,17705.0,17740.9,2625.19,-5.602684586857222,-98.72304826399704,-93.12036367713982,17798.12,18033.071666666663,-1.0,0.0,-1.0,0.0,-1.0,False,False,False,False,True,False,0,0.001167476606827128,0.9986827513608744,-0.001167476606827128,-0.001167476606827128,1.0249381638345298,1.0236780189878647,3.0,0.003111454323060814,-0.001166795371148055,18.88691370078927,-0.02158664231007895,1.4902718287489538
2022-12-14-20:45,17740.8,17758.0,17720.4,17758.0,2175.492,3.1774583926557227,-88.35417608815624,-91.53163448081196,17800.84,18027.903333333332,-1.0,1.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,0.0009634102083515799,0.9996453561356191,-0.0009634102083515799,-0.0009634102083515799,1.023951203444758,1.0226922720498823,3.0,0.0021455118819682095,-0.000962946277733967,19.218250539956973,-0.018187083246057688,1.463168130940242
2022-12-14-20:50,17757.9,17787.1,17753.2,17778.6,3037.923,11.427570090956223,-74.39027934437763,-85.81784943533386,17799.673333333332,18022.918333333335,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,0.0011593682179742105,1.0008049852794638,-0.0011593682179742105,-0.0011593682179742105,1.0227647548610135,1.0215072821854256,3.0,0.0009843294747613474,-0.0011586964102909825,19.6331763070509,-0.02226811791272088,1.4305861304743293
2022-12-14-20:55,17778.7,17780.3,17759.7,17762.1,1633.733,12.188841806166607,-67.53458672608394,-79.72342853225055,17795.393333333333,18018.04,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,-0.000928513011023289,0.9998761561108503,0.000928513011023289,0.000928513011023289,1.0237148462609722,1.0224562054634199,3.0,0.0019141880746078588,0.0009289442126776404,19.299429023809807,0.018238125506914702,1.4566773398703714
2022-12-14-21:00,17762.0,17805.9,17761.6,17798.6,2065.197,18.105635203551117,-52.564975726923876,-70.670610930475,17795.093333333334,18013.081666666665,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,0.0020528287023541545,1.001930838817177,-0.0020528287023541545,-0.0020528287023541545,1.0216154905875752,1.0203594309137691,3.0,-0.00014046048565652391,-0.0020507230905800755,20.05352534847832,-0.03957778473413806,1.399025277685885
2022-12-14-21:05,17798.6,17830.0,17797.9,17823.4,2098.781,23.13894378037788,-35.962195259908185,-59.101139040286064,17797.646666666667,18008.791666666668,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,0.0013923981812811869,1.0033268972039415,-0.0013923981812811869,-0.0013923981812811869,1.020193984917132,1.0189396729614892,3.0,-0.001531694289530039,-0.0013914292447009258,20.600437565837673,-0.027903061629224058,1.3599881891417733
2022-12-14-21:10,17823.4,17834.7,17809.3,17811.6,1661.566,20.990301655346315,-27.6156865572666,-48.605988212612914,17799.12,18004.383333333335,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0006622702641388983,1.0026626436166906,0.0006622702641388983,0.0006622702641388983,1.0208698528359055,1.01961470991162,3.0,-0.0008702194075773662,0.000662489613510564,20.336540659139846,0.013647575921140303,1.3785487312049398
2022-12-14-21:15,17811.6,17830.0,17790.0,17808.6,1777.042,17.458070985203506,-22.418881734807655,-39.87695272001116,17796.12,17999.478333333333,-1.0,0.0,-1.0,0.0,1.0,False,False,False,False,True,False,0,-0.00016844374860857205,1.0024937655860335,0.00016844374860857205,0.00016844374860857205,1.0210418264642933,1.0197864721012213,3.0,-0.0007019080668893007,0.0001684579360534677,20.270522706821833,0.003425851665906126,1.383271434672271
