Date,Open,High,Low,Close,Volume,macd_diff,macd_macd,macd_signal,sma_fast_ps,sma_slow_ps,position,macd_inv_sign,sma_conf,sma_inv_sign,macd_diff_conf,sl_flag_short,tp_flag_short,sl_flag_long,tp_flag_long,Complete,emg_pos,trades,log_returns_hold,multiple_hold_acum,macd_log_returns,macd_log_returns_net,macd_multiple_acum,macd_multiple_net_acum,ses,macd_simplecret_net_ses,macd_simple_ret,eff_lev,macd_simple_ret_net_lev,macd_simple_ret_net_lev_acum
2022-12-14-10:45,17818.1,17820.1,17811.6,17817.2,402.886,-1.5984815659110678,3.073842463996698,4.672324029907766,17814.07333333333,17804.219999999998,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,2.2450468654652653e-05,1.0029778826072508,2.2450468654652653e-05,2.2450468654652653e-05,0.9994446657055835,0.9990348973904231,1.0,-0.0005553342944164541,2.2450720668309998e-05,20.21339716718362,0.00045400116905657824,0.9806828949007759
2022-12-14-10:50,17817.2,17824.9,17815.4,17821.9,456.269,-1.0779235476807472,3.055438708386646,4.133362256067393,17815.593333333334,17804.523333333334,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0002637552590973194,1.0032424581886135,0.0002637552590973194,0.0002637552590973194,0.9997083092594987,0.9992984328515356,1.0,-0.0002916907405012825,0.000263790045573975,20.11149291038229,0.005332092959936224,0.9859119872606062
2022-12-14-10:55,17820.8,17828.9,17819.0,17825.1,496.354,-0.2827450120000261,3.7092447380673548,3.991989750067381,17817.22666666667,17805.184999999998,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.00017953825054519123,1.0034225947546473,0.00017953825054519123,0.00017953825054519123,0.9998878112536534,0.9994778612505908,1.0,-0.00011218874634655318,0.00017955436850147777,20.042727594717405,0.003611106409145639,0.9894722203566566
2022-12-14-11:00,17825.1,17857.0,17819.0,17835.3,909.611,1.6149545385817001,6.4144215579399315,4.799467019358231,17820.173333333332,17806.12,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0005720631444497112,1.0039967800588812,0.0005720631444497112,0.0005720631444497112,1.0004599738600224,1.0000497892725797,1.0,0.00045997386002238905,0.0005722268037766653,19.82680325271929,0.011468985950491513,1.0008204633503288
2022-12-14-11:05,17835.3,17848.7,17823.8,17823.8,596.861,0.2032805499452195,5.1043878442760615,4.901107294330842,17821.753333333334,17806.996666666666,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0006449966711827638,1.003349414274696,-0.0006449966711827638,-0.0006449966711827638,0.999814888568528,0.9994049684634745,1.0,-0.00018511143147204034,-0.00064478870554463,20.070603735128916,-0.01278409880440893,0.9880258756613839
2022-12-14-11:10,17825.0,17827.5,17809.8,17818.0,523.196,-1.4199299699603412,2.771212339390331,4.191142309350672,17822.140000000003,17807.618333333336,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.00032546055761472844,1.0030229167487592,-0.00032546055761472844,-0.00032546055761472844,0.9994895412041221,0.9990797544901867,1.0,-0.000510458795877855,-0.0003254076010726914,20.195975086567817,-0.0065311270135289005,0.9815729531747863
2022-12-14-11:15,17818.0,17829.0,17818.0,17826.1,408.017,-0.6577638303903601,3.204496563765133,3.862260394155493,17824.286666666667,17808.506666666664,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.00045449317780097467,1.0034788874315328,0.00045449317780097467,0.00045449317780097467,0.9999439056268267,0.9995339326252954,1.0,-5.60943731733321e-05,0.00045459647547407833,20.021339802662947,0.009181019093116024,0.9905847931991704
2022-12-14-11:20,17826.1,17863.0,17822.1,17830.0,514.501,0.28694905909125,4.292683982792369,4.005734923701119,17824.48,17809.278333333332,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.00021875639879597982,1.003698428871387,0.00021875639879597982,0.00021875639879597982,1.0001626736822031,0.9997526109866443,1.0,0.0001626736822031294,0.00021878032772182365,19.938384465281082,0.004380275283456592,0.9949238272849886
2022-12-14-11:25,17830.0,17898.0,17824.8,17827.2,529.919,0.09358248338576924,4.146108648779773,4.052526165394004,17825.260000000002,17810.033333333333,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.00015705103068975495,1.0035408093761071,-0.00015705103068975495,-0.00015705103068975495,1.0000056094373175,0.9995956111374709,1.0,5.60943731753305e-06,-0.00015703869882222055,19.997868652932492,-0.0031310979530449166,0.991808623325941
2022-12-14-11:30,17827.2,17829.7,17823.0,17823.0,313.131,-0.7509670215520554,2.9260756330659206,3.677042654617976,17824.873333333333,17810.81,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0002356228026452215,1.0033043801331873,-0.0002356228026452215,-0.0002356228026452215,0.9997700130699892,0.9993601113637106,1.0,-0.00022998693001075043,-0.0002355950457727518,20.087798885325974,-0.004711398780645109,0.9871358173873699
2022-12-14-11:35,17820.3,17824.9,17783.3,17818.9,734.53,-1.7039611451938952,1.1211009368271334,2.8250620820210286,17824.62,17811.518333333333,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0002300662993882375,1.0030735801579562,-0.0002300662993882375,-0.0002300662993882375,0.9995400261399783,0.999130218727421,1.0,-0.0004599738600217229,-0.00023003983616665113,20.17641297393988,-0.004620993964529025,0.9825742687330524
2022-12-14-11:40,17818.9,17826.7,17812.5,17825.8,661.885,-0.7902729362753824,1.6396526776079554,2.429925613883338,17824.286666666667,17812.483333333334,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0003871543363351445,1.0034619996284673,0.0003871543363351445,0.0003871543363351445,0.9999270773148747,0.999517111212884,1.0,-7.292268512526512e-05,0.0003872292902478147,20.027751094033444,0.00781289807564554,0.9902510213464157
2022-12-14-11:45,17825.8,17828.5,17815.3,17821.0,490.554,-1.1149368697439455,0.7575203092674201,1.8724571790113655,17823.72666666667,17813.121666666666,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.000269308887698807,1.003191794779416,-0.000269308887698807,-0.000269308887698807,0.9996578243236423,0.999247968614301,1.0,-0.0003421756763577477,-0.0002692726273154644,20.130922728479305,-0.005392925156310553,0.9849106717023345
2022-12-14-11:50,17821.0,17880.0,17819.1,17831.2,364.231,0.505004302545395,2.629963632829458,2.1249593302840633,17824.086666666666,17813.97333333333,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0005721947188839694,1.0037659800836498,0.0005721947188839694,0.0005721947188839694,1.0002299869300113,0.99981989663629,1.0,0.00022998693001130555,0.0005723584535100024,19.913005120301875,0.011522103800601773,0.9962589146960091
2022-12-14-11:55,17831.1,17831.1,17823.0,17825.1,496.546,0.06569513322851606,2.223502030126838,2.1578068968983217,17824.64,17814.690000000002,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.00034215552704648184,1.0034225947546471,-0.00034215552704648184,-0.00034215552704648184,0.9998878112536532,0.9994778612505906,1.0,-0.00011218874634677523,-0.0003420969985196143,20.04272759471749,-0.006812179283160982,0.9894722203566525
2022-12-14-12:00,17827.2,17829.8,17822.8,17829.8,279.851,0.5793253802167158,3.0267949672233954,2.4474695870066796,17825.48,17815.469999999998,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0002636383794217904,1.0036871703360097,0.0002636383794217904,0.0002636383794217904,1.0001514548075683,0.9997413967117031,1.0,0.00015145480756828533,0.00026367313507358325,19.94262097969363,0.00528472882032498,0.9947013127164823
2022-12-14-12:05,17828.2,17875.0,17827.2,17850.3,809.186,3.8991432870789335,8.296184517625079,4.3970412305461455,17827.373333333333,17816.515,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.001149100044884182,1.0048411702121658,0.001149100044884182,0.001149100044884182,1.0013013894576237,1.0008908598931516,1.0,0.0013013894576237028,0.0011497605132979594,19.518016959067452,0.0229292381341192,1.0175090559880795
2022-12-14-12:10,17850.3,17867.0,17844.4,17861.5,467.422,6.320533978476319,13.877842198260623,7.5573082197843044,17829.8,17817.753333333334,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0006272436767233662,1.0054716481932853,0.0006272436767233662,0.0006272436767233662,1.0019296464371659,1.0015188592898454,1.0,0.0019296464371658661,0.0006274404351747087,19.29398166901611,0.012246393054544627,1.0299698718242682
2022-12-14-12:15,17859.7,17898.0,17849.2,17868.2,1145.074,7.227946540864659,18.399228031081293,11.171281490216634,17831.993333333332,17818.954999999998,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.00037503813793737036,1.0058488091284192,0.00037503813793737036,0.00037503813793737036,1.002305478737428,1.0018945375003674,1.0,0.002305478737427924,0.00037510847353239285,19.16253331259951,0.007237336012226602,1.0374241098691306
2022-12-14-12:20,17861.5,17866.2,17853.8,17863.6,842.616,5.517194049306763,19.44707256417678,13.929878514870015,17834.646666666667,17820.093333333334,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.00025747373630294985,1.005589862814745,-0.00025747373630294985,-0.00025747373630294985,1.0020474446208298,1.0016366091767253,1.0,0.0020474446208298414,-0.00025744059278509646,19.252577180701813,-0.004933213935259776,1.0323062747935496
2022-12-14-12:25,17863.6,17897.0,17859.1,17874.9,1079.002,5.481557378153312,22.152214582099987,16.670657203946675,17838.44,17821.311666666665,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0006323712733645021,1.0062259700635532,0.0006323712733645021,0.0006323712733645021,1.0026813110376898,1.0022702157108896,1.0,0.0026813110376897598,0.000632571262231707,19.032960480431896,0.012178627048409905,1.0448783479139936
2022-12-14-12:30,17884.2,17885.2,17862.2,17876.9,467.331,4.590783940112118,23.556833114114852,18.966049174002734,17841.826666666668,17822.753333333334,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0001118824787611203,1.0063385554173243,0.0001118824787611203,0.0001118824787611203,1.0027934997840366,1.0023823584602993,1.0,0.002793499784036646,0.00011188873783907205,18.99463956521509,0.0021295739254964634,1.047103493599027
2022-12-14-12:35,17876.9,17890.9,17866.3,17888.0,833.844,4.8886902244998005,26.299084510752436,21.410394286252636,17845.693333333336,17824.285,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0006207203350993158,1.0069634041307554,0.0006207203350993158,0.0006207203350993158,1.0034161473262617,1.0030047507195226,1.0,0.0034161473262617204,0.0006209130218326475,18.784884300948796,0.011794019051059666,1.0594530521509653
2022-12-14-12:40,17888.0,17898.2,17883.8,17885.4,816.703,3.39253828776927,26.499201717906544,23.106663430137274,17849.57333333333,17825.739999999998,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.00014535940137509138,1.0068170431708527,-0.00014535940137509138,-0.00014535940137509138,1.003270301956011,1.0028589651452902,1.0,0.003270301956010968,-0.00014534883720918046,18.83357640406247,-0.0027303610902518964,1.0565603627604236
2022-12-14-12:45,17884.9,17892.1,17791.7,17873.2,823.019,-0.15517499930284018,22.873900931183016,23.029075930485856,17852.92,17826.98833333333,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0006823533624564169,1.0061302725128476,-0.0006823533624564169,-0.0006823533624564169,1.002585950603295,1.0021748943738915,1.0,0.0025859506032950286,-0.0006821206123430734,19.065661818433938,-0.012846770669349151,1.0429869740817161
2022-12-14-12:50,17875.4,17890.6,17813.0,17883.6,618.705,-0.3945529811035797,22.437246458830487,22.831799439934066,17857.233333333334,17828.341666666667,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0005817075517531564,1.0067157163524583,0.0005817075517531564,0.0005817075517531564,1.0031693320842985,1.0027580366708213,1.0,0.003169332084298482,0.0005818767764025345,18.867442805070443,0.011093865838891225,1.0545577316438899
2022-12-14-12:55,17883.6,17915.9,17883.6,17913.5,666.657,3.832548140991353,28.580621651421097,24.748073510429744,17863.08,17830.14,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.001670526771911424,1.0083988673913398,0.001670526771911424,0.001670526771911424,1.004846553842184,1.004434570774495,1.0,0.00484655384218402,0.0016719228790624818,18.32105179722939,0.03154490929520008,1.0878236596351483
2022-12-14-13:00,17913.6,17918.0,17889.0,17890.4,966.481,0.7538364751109725,25.878828223096207,25.124991747985234,17867.706666666665,17831.553333333333,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0012903624021512099,1.007098506555281,-0.0012903624021512099,-0.0012903624021512099,1.003550773821878,1.0031393220188143,1.0,0.0035507738218780727,-0.0012895302425544042,18.74017315155732,-0.02362555036793302,1.0621232269730088
2022-12-14-13:05,17889.5,17904.0,17884.7,17901.3,913.187,0.5985808593602897,26.022863037025672,25.424282177665383,17872.38,17833.266666666666,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0006090797775443982,1.0077120967333346,0.0006090797775443982,0.0006090797775443982,1.004162202489468,1.0037505000030964,1.0,0.004162202489468081,0.0006092653042970575,18.539907100061686,0.011417737297763119,1.074250270956439
2022-12-14-13:10,17901.3,17901.3,17889.8,17889.8,512.802,-1.9191725820669276,22.545523304564995,24.464695886631922,17876.693333333336,17834.736666666668,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0006426178796266046,1.0070647309491494,-0.0006426178796266046,-0.0006426178796266046,1.0035171171979738,1.0031056791939912,1.0,0.0035171171979737625,-0.0006424114449788965,18.751329849956274,-0.01191024850992513,1.0614556832674933
2022-12-14-13:15,17888.7,17904.9,17887.2,17902.4,482.026,-1.154897662568132,22.732349392779724,23.887247055347856,17881.533333333333,17836.501666666663,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.000704064043031475,1.007774018677909,0.000704064043031475,0.000704064043031475,1.0042239062999592,1.0038121785152718,1.0,0.004223906299959168,0.000704311954298209,18.51994765454062,0.013206785772313046,1.0754741010832112
2022-12-14-13:20,17900.1,17924.9,17900.1,17920.0,806.273,1.617736929364895,26.3138524493952,24.696115520030304,17886.18,17838.434999999998,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0009826254754647268,1.0087647697910966,0.0009826254754647268,0.0009826254754647268,1.0052111672678115,1.0047990347100764,1.0,0.005211167267811456,0.0009831084100455634,18.206663923475087,0.018207116292782488,1.0950553831115089
2022-12-14-13:25,17913.5,17938.0,17901.9,17914.9,841.645,1.1522416698689035,26.42447802483366,25.272236354964758,17889.74,17840.375,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.00028463872004282775,1.0084776771389798,-0.00028463872004282775,-0.00028463872004282775,1.004925085964627,1.004513070699082,1.0,0.004925085964627041,-0.00028459821428561405,18.296286083408607,-0.0051815840407193215,1.0893812616146745
2022-12-14-13:30,17914.9,17938.0,17805.9,17879.0,1216.264,-5.445015438955494,17.10471319653152,22.549728635487014,17890.460000000003,17841.23,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0020059290570585333,1.0064567700387843,-0.0020059290570585333,-0.0020059290570585333,1.0029112979677008,1.0025001083471794,1.0,0.0029112979677008433,-0.0020039185259198566,18.954577500251794,-0.036664266638072165,1.0494398965683147
2022-12-14-13:35,17879.0,17886.4,17805.9,17864.4,932.95,-10.057105423523296,7.4640705002020695,17.521175923725366,17890.513333333332,17841.805,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0008169340808081703,1.0056348969562539,-0.0008169340808081703,-0.0008169340808081703,1.002092320119369,1.0016814662764895,1.0,0.0020923201193689955,-0.000816600481011176,19.236853298587683,-0.015478317104069229,1.0331963330675686
2022-12-14-13:40,17864.4,17872.1,17860.2,17866.9,612.824,-10.342541853361848,2.0073631436825963,12.349904997044444,17889.98,17842.388333333332,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.000139933335987228,1.005775628648468,0.000139933335987228,0.000139933335987228,1.0022325560523027,1.0018216447132515,1.0,0.002232556052302659,0.00013994312711318457,19.187890308272966,0.00269206540642194,1.035977765173862
2022-12-14-13:45,17868.4,17878.6,17864.3,17878.6,374.552,-7.274600450761557,1.4380043209021096,8.712604771663667,17890.093333333334,17843.1,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0006546278786321144,1.0064342529680301,0.0006546278786321144,0.0006546278786321144,1.0028888602184316,1.0024776797972974,1.0,0.0028888602184315992,0.0006548421942249583,18.96219461104832,0.01256504019201728,1.0489948674313077
2022-12-14-13:50,17878.6,17904.6,17873.3,17897.9,326.53,-2.045624045561068,5.644168703322066,7.689792748883134,17890.753333333334,17844.195000000003,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0010789206251151735,1.0075207016319236,0.0010789206251151735,0.0010789206251151735,1.0039714816206788,1.0035598573291005,1.0,0.003971481620678841,0.0010795028693524333,18.601888469113536,0.020469743491845913,1.0704675232918894
2022-12-14-13:55,17897.9,17898.5,17882.2,17891.1,477.266,-0.8712000607923844,6.382992657694558,7.254192718486943,17891.133333333335,17845.028333333332,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.00038000503405136117,1.007137911429101,-0.00038000503405136117,-0.00038000503405136117,1.0035900398830995,1.0031785719811077,1.0,0.0035900398830994718,-0.000379932841283237,18.727174715158192,-0.00706746833930419,1.0629020279627706
2022-12-14-14:00,17891.6,17904.6,17891.6,17900.0,575.34,0.9939018108025959,8.745045434690837,7.751143623888241,17892.92,17846.141666666666,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0004973303521513551,1.0076389162533834,0.0004973303521513551,0.0004973303521513551,1.004089279804343,1.0036776072159803,1.0,0.004089279804343038,0.0004974540413948958,18.563554246542598,0.009315908745963749,1.0728039262611715
2022-12-14-14:05,17900.0,17938.0,17891.1,17918.0,776.382,4.284483901979957,14.177869476858177,9.89338557487822,17895.213333333333,17847.405000000002,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.001005081328677334,1.0086521844373253,0.001005081328677334,0.001005081328677334,1.0050989785214646,1.0046868919606669,1.0,0.00509897852146457,0.0010055865921787532,18.241698947829214,0.018667261253506193,1.092830237426476
2022-12-14-14:10,17915.2,17940.9,17912.4,17931.3,1165.803,6.85200063993037,20.171386534773774,13.319385894843403,17896.4,17848.975,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0007419949962871203,1.0094008770399046,0.0007419949962871203,0.0007419949962871203,1.0058450336846712,1.0054326412442405,1.0,0.005845033684671153,0.0007422703426720467,18.011360497410973,0.013540272128925505,1.1076274562319488
2022-12-14-14:15,17928.2,17932.0,17916.2,17921.4,1155.307,4.979755719012873,20.789019473362714,15.80926375434984,17898.466666666667,17850.486666666668,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0005522596764883043,1.0088435795387365,-0.0005522596764883043,-0.0005522596764883043,1.0052896993902543,1.004877534634663,1.0,0.005289699390254254,-0.0005521072091816404,18.182224003327708,-0.009944201977790014,1.0966129850910324
2022-12-14-14:20,17921.1,17943.0,17920.2,17935.7,1426.835,5.398059502830126,23.906353008595033,18.508293505764907,17900.760000000002,17852.698333333337,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0007976105573577809,1.0096485648182014,0.0007976105573577809,0.0007976105573577809,1.0060918489266342,1.0056793552929417,1.0,0.006091848926634169,0.0007979287332462448,17.936507142821426,0.014508118966574744,1.1125227767390238
2022-12-14-14:25,17935.7,17947.0,17927.4,17943.4,1145.283,5.568504941797954,26.861050918461842,21.292545976663888,17904.333333333332,17854.663333333334,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.00042921924564523527,1.0100820184302213,0.00042921924564523527,0.00042921924564523527,1.0065237756000696,1.0061111048781688,1.0,0.006523775600069559,0.00042931137340618264,17.80708675092169,0.007700346515594472,1.1210895876264055
2022-12-14-14:30,17943.4,18009.9,17902.5,17957.6,11776.58,6.5859495245646436,31.171470263510855,24.58552073894621,17908.013333333332,17857.275,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0007910643570099471,1.0108813744419975,0.0007910643570099471,0.0007910643570099471,1.0073203156991322,1.006907318398977,1.0,0.007320315699132163,0.0007913773309404792,17.573530491116664,0.014092124784769977,1.1368881219901432
2022-12-14-14:35,17957.5,18049.2,17946.9,18034.1,11693.117,17.60706682150621,50.99612097120553,33.38905414969932,17915.62,17861.191666666666,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.004250986488655054,1.0151877642237506,0.004250986488655054,0.004250986488655054,1.0116115352468993,1.0111967785638942,1.0,0.011611535246899285,0.00426003474851866,16.419190516727312,0.07486385054630917,1.2219999444426872
2022-12-14-14:40,18034.1,18067.6,18000.0,18004.6,7256.279,13.9480390974053,54.311112795807276,40.363073698401976,17921.6,17864.591666666667,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.0016371293408922684,1.0135271302556235,-0.0016371293408922684,-0.0016371293408922684,1.009956751238283,1.0095426730101025,1.0,0.00995675123828299,-0.0016357899756572758,16.84475443348264,-0.026858347255669542,1.1891790455884368
2022-12-14-14:45,18004.5,18054.9,17995.8,18024.8,4640.261,12.688612982855915,59.39599317268585,46.707380189829934,17931.32,17868.48666666667,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0011213066060774472,1.014664242328714,0.0011213066060774472,0.0011213066060774472,1.0110898575763863,1.0106753147791396,1.0,0.011089857576386253,0.0011219355053708746,16.550862904077455,0.018898728078177624,1.2116530170072795
2022-12-14-14:50,18024.8,18080.0,18024.8,18057.0,4466.933,14.357842178791898,68.24414345801779,53.88630127922589,17944.159999999996,17872.768333333333,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0017848338247045334,1.0164768665244324,0.0017848338247045334,0.0017848338247045334,1.0128960963925708,1.0124808130446343,1.0,0.012896096392570833,0.001786427588655659,16.10427601214711,0.029566918107901487,1.2474778625363254
2022-12-14-14:55,18057.0,18086.8,18051.6,18055.8,4950.025,11.49508445704268,71.12892796478991,59.63384350774723,17956.753333333334,17876.82833333333,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-6.645843027633001e-05,1.0164093153121696,-6.645843027633001e-05,-6.645843027633001e-05,1.0128287831447627,1.0124135273949886,1.0,0.012828783144762657,-6.645622196377321e-05,16.120458370347905,-0.0010702293412291168,1.2461427751253051
2022-12-14-15:00,18055.8,18066.6,18023.1,18030.8,3785.82,3.3497806996999557,64.65851455729717,61.30873385759721,17966.9,17880.776666666665,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,-0.001385556078960677,1.015001998390028,-0.001385556078960677,-0.001385556078960677,1.011426423815427,1.0110117430273684,1.0,0.011426423815426912,-0.001384596639307012,16.465656976133662,-0.0223203324836723,1.2183284540623822
2022-12-14-15:05,18030.8,18049.3,18027.0,18046.2,1411.71,0.7073380474246846,62.369740928734245,61.66240288130956,17976.786666666667,17884.428333333333,1.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.0008537295748186399,1.0158689056140675,0.0008537295748186399,0.0008537295748186399,1.012290277162298,1.0118752421978225,1.0,0.012290277162297913,0.000854094105641634,16.251176319616718,0.014063220568832812,1.2354620758371466
2022-12-14-15:10,18046.3,18048.0,18020.0,18027.5,1659.034,-4.737043203759455,54.556838075670385,59.29388127942984,17985.88,17887.961666666666,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0010367664905473882,1.0148162325563055,-0.0010367664905473882,-0.0010367664905473882,1.0112413123839548,1.0108267074908428,1.0,0.01124131238395476,-0.0010362292338553791,16.512404339801517,-0.01683994398692511,1.2146569636820788
2022-12-14-15:15,18027.6,18066.3,18013.6,18065.6,2354.059,-1.4067482159218372,57.18375895554709,58.59050717146893,17996.92,17891.908333333333,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0021112076353429696,1.016960983545649,0.0021112076353429696,0.0021112076353429696,1.0133785080018622,1.0129630268670955,1.0,0.013378508001862244,0.002113437803355822,15.98930836257752,0.034897939556033264,1.257045988981971
2022-12-14-15:20,18065.6,18084.6,18061.0,18072.9,3172.077,0.06698770287087541,58.69098872577524,58.624001022904366,18007.246666666666,17896.07833333333,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,0,0.00040400127837596114,1.0173719200869147,0.00040400127837596114,0.00040400127837596114,1.0137879969260284,1.0133723479024408,1.0,0.01378799692602839,0.0004040828978835176,15.89308405626321,0.006461006058303485,1.2651677707323494
2022-12-14-15:25,18072.9,18111.5,18026.4,18030.0,8761.149,-7.4009208561083,47.52261973874192,54.92354059485022,18013.826666666668,17899.39833333333,1.0,-1.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0023765415072705895,1.0149569642485197,-0.0023765415072705895,-0.0023765415072705895,1.0113815483168884,1.0109668859276046,1.0,0.011381548316888423,-0.0023737197682719424,16.47696377900944,-0.03772572780315961,1.2174383957883705
2022-12-14-15:30,18029.9,18054.2,18019.0,18048.4,2237.274,-7.510066401264936,43.65844099295282,51.168507394217755,18022.293333333335,17903.048333333336,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0010200009753915898,1.015992749503216,0.0010200009753915898,0.0010200009753915898,1.0124136847832794,1.0119985992221732,1.0,0.012413684783279422,0.0010205213533001078,16.221020891471294,0.016815093374031573,1.2379097360906832
2022-12-14-15:35,18048.5,18048.5,18022.3,18042.2,1207.584,-8.468675741855904,38.465493781433906,46.93416952328981,18029.39333333333,17906.655000000002,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.00034357977207312364,1.0156437349065248,-0.00034357977207312364,-0.00034357977207312364,1.0120658996696041,1.0116509566990033,1.0,0.012065899669604141,-0.00034352075530241777,16.306311598754583,-0.0055722573484145175,1.231011784467078
2022-12-14-15:40,18042.3,18065.3,18041.0,18059.1,1314.33,-5.865497918917825,38.13592264491308,44.001420563830905,18037.106666666667,17910.693333333336,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.000936254441502381,1.0165950811458924,0.000936254441502381,0.000936254441502381,1.013013894576235,1.0125985629315144,1.0,0.01301389457623503,0.0009366928645064831,16.076040076378355,0.015274005720972721,1.2498142655056133
2022-12-14-15:45,18059.1,18069.7,18057.8,18068.1,1052.803,-3.4213959509980256,38.86932663733387,42.290722588331896,18044.47333333333,17914.875,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0004982395638843193,1.0171017152378632,0.0004982395638843193,0.0004982395638843193,1.013518743934796,1.0131032053038576,1.0,0.013518743934795907,0.0004983637058324497,15.956215144543892,0.008011714907574895,1.2598274210882643
2022-12-14-15:50,18068.0,18094.9,18067.1,18077.7,2100.917,-1.2848385870432821,40.36346470776698,41.64830329481026,18047.38,17919.13833333333,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,0.0005311820585364996,1.0176421249359657,0.0005311820585364996,0.0005311820585364996,1.0140572499172609,1.0136414905010238,1.0,0.014057249917260872,0.0005313231607086966,15.830483688061248,0.008477906663547032,1.2705081203764277
2022-12-14-15:55,18077.8,18092.5,18050.2,18054.8,1931.215,-4.744915489127607,34.53093006111885,39.27584555024646,18050.72666666667,17922.966666666667,1.0,0.0,1.0,0.0,-1.0,False,False,False,False,True,False,0,-0.0012675570783157678,1.016353022635284,-0.0012675570783157678,-0.0012675570783157678,1.012772688771589,1.0123574560202837,1.0,0.012772688771589102,-0.0012667540671656985,16.133970180196737,-0.020053329597051833,1.2450302022827884
