macd_slow_opt,macd_fast_opt,macd_signal_opt,sma_slow,sma_fast,multiple_hold,ann_log_mean_hold,ann_log_std_hold,sharpe_ratio_hold,multiple_macd_strategy,ann_log_mean_macd,ann_log_std_macd,sharpe_ratio_macd,multiple_macd_strategy_net,ann_log_mean_macd_net,ann_log_std_macd_net,sharpe_ratio_macd_net,success_trades_net,failure_trades_net,success_trades_net_pct,failure_trades_net_pct,total_trades,start_opt,end_opt
15,2,2,60,10,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9402794447607498,-4.495206135312135,0.4968496126382875,-9.04741801335508,0.9111581806553446,-6.791829677504487,0.5061713756836147,-13.418043776836877,10,27,27.0,73.0,37,2022-01-01-00:00,2022-01-06-00:00
15,2,2,60,30,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,1.0206133073563275,1.4894721674070541,0.4970219095325136,2.9967937807973386,0.9991469326137542,-0.0623004962364264,0.5031818763014156,-0.12381307668384146,11,14,44.0,56.0,25,2022-01-01-00:00,2022-01-06-00:00
15,2,2,100,10,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9524521231387526,-3.556226949606063,0.49709859249953187,-7.153967046505793,0.9316268836987134,-5.170070519795277,0.5025355916212748,-10.287968864286114,9,17,34.6,65.4,26,2022-01-01-00:00,2022-01-06-00:00
15,2,2,100,30,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9421811192674726,-4.34771588891117,0.49703868811278956,-8.747238379811135,0.9231490019393095,-5.8374176460089116,0.5015440310096536,-11.638893666539428,6,18,25.0,75.0,24,2022-01-01-00:00,2022-01-06-00:00
15,2,2,140,10,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9318081094099461,-5.155871498084709,0.4969651333403938,-10.374714747952389,0.9114342485940512,-6.769715068273937,0.5016978107870704,-13.493610940126517,9,17,34.6,65.4,26,2022-01-01-00:00,2022-01-06-00:00
15,2,2,140,30,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9159685481599134,-6.407447320625071,0.4968265022389326,-12.896750257383848,0.9005235353954614,-7.648865451539854,0.5004730618399064,-15.283271038445239,4,16,20.0,80.0,20,2022-01-01-00:00,2022-01-06-00:00
15,2,2,180,10,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9007060137467459,-7.634074533085642,0.496661465547082,-15.370780828902369,0.8832624029327409,-9.06170538363765,0.5023157958660989,-18.039857512370975,6,16,26.1,69.6,23,2022-01-01-00:00,2022-01-06-00:00
15,2,2,180,30,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.898109231558523,-7.844841294063259,0.49663019883495996,-15.796142305615723,0.8874815124912983,-8.7138339857036,0.4994347028614363,-17.447393895095782,1,13,7.1,92.9,14,2022-01-01-00:00,2022-01-06-00:00
15,2,8,60,10,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9310780890422556,-5.213085395115686,0.4967828421129381,-10.493690508599629,0.9037774320509029,-7.385567124216562,0.5050503497636918,-14.623427402183165,8,27,22.9,77.1,35,2022-01-01-00:00,2022-01-06-00:00
15,2,8,60,30,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,1.0176183295895576,1.2749395987191103,0.4970275889566261,2.565128429581743,0.996214947671616,-0.2768330649243759,0.5030533056977777,-0.5503056272344437,11,14,44.0,56.0,25,2022-01-01-00:00,2022-01-06-00:00
15,2,8,100,10,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9608597719372096,-2.9146563678018094,0.4971365532446543,-5.8628888758606905,0.9398507003704923,-4.528499937991026,0.5002120471741938,-9.053160481786682,7,19,26.9,73.1,26,2022-01-01-00:00,2022-01-06-00:00
15,2,8,100,30,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9292072555615818,-5.359913289585434,0.4969427927615461,-10.785775279685652,0.9104372110888397,-6.849615046683182,0.501584904234503,-13.655943368424865,5,19,20.8,79.2,24,2022-01-01-00:00,2022-01-06-00:00
15,2,8,140,10,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9175044093169021,-6.28514620870787,0.49683958369664827,-12.650252546192748,0.8974432970078137,-7.898989778897097,0.5003271975131076,-15.787648199336912,10,16,38.5,61.5,26,2022-01-01-00:00,2022-01-06-00:00
15,2,8,140,30,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.9152801346144754,-6.462332483581898,0.4968179448558857,-13.007445786718627,0.8998467298424789,-7.703750614496692,0.5008244437424061,-15.382137814461462,3,17,15.0,85.0,20,2022-01-01-00:00,2022-01-06-00:00
15,2,8,180,10,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.8986731929921854,-7.7990158391313775,0.4966352787164798,-15.703708885295876,0.8812689509994784,-9.226646689683385,0.5016226461619607,-18.393600767985152,6,16,26.1,69.6,23,2022-01-01-00:00,2022-01-06-00:00
15,2,8,180,30,0.9744256693485521,-1.8912138196235992,0.49725486765215726,-3.803308811340893,0.880147517783253,-9.319599875141142,0.49638574055319357,-18.77491457501374,0.8697323475255291,-10.18859256678149,0.499370263659651,-20.402882006057112,2,12,14.3,85.7,14,2022-01-01-00:00,2022-01-06-00:00
