macd_slow_opt,macd_fast_opt,macd_signal_opt,sma_slow,sma_fast,sl_opt,tp_opt,multiple_hold,ann_log_mean_hold,ann_log_std_hold,sharpe_ratio_hold,multiple_macd_strategy,ann_log_mean_macd,ann_log_std_macd,sharpe_ratio_macd,multiple_macd_strategy_net,ann_log_mean_macd_net,ann_log_std_macd_net,sharpe_ratio_macd_net,success_trades_net,failure_trades_net,success_trades_net_pct,failure_trades_net_pct,total_trades,start_opt,end_opt
25,14,14,140,50,0.001,0.02,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.4101521639348373,1.363582934041927,0.6414247856401939,2.125865673682941,1.4007355651852473,1.3370009604054105,0.6415429947021858,2.0840395288332423,52,82,38.8,61.2,134,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.025,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.3947249678509577,1.319940137643674,0.6414299976432383,2.0578085566522275,1.38541138756921,1.2933581640071572,0.641550347553751,2.0159885641692306,52,82,38.8,61.2,134,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.03,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.6341512495824226,1.9484793260614677,0.6413542587432756,3.0380703012395753,1.6240506842325357,1.9238810818008099,0.6414562561224454,2.999239719681784,47,77,37.9,62.1,124,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.034999999999999996,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.699895457586172,2.1049659247423813,0.6414045192669685,3.2818071303084198,1.689050682592298,2.0795741887313777,0.6415219549249486,3.241625906590627,47,81,36.7,63.3,128,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.039999999999999994,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.7540811166088495,2.2294562600599255,0.6414347624801435,3.4757334501791073,1.742890654897964,2.2040645240489205,0.6415526176673766,3.4355163759797076,49,79,38.3,61.7,128,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.045,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.8071292860501915,2.3476623704780657,0.6434476372341373,3.6485678625995166,1.7956003944324193,2.322270634467063,0.6435642319922775,3.6084519913078843,49,79,38.3,61.7,128,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.049999999999999996,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.6002844404337202,1.8653935530606585,0.6435377688254698,2.898654350101651,1.5900751510299207,1.840001817049656,0.6436633613835067,2.858639977727967,48,80,37.5,62.5,128,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.05499999999999999,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.4446201087447064,1.4593905550458066,0.6435976420581165,2.26755112150337,1.4354039066770754,1.4339988190348045,0.6437345341172486,2.22762449897339,49,79,38.3,61.7,128,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.06,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.5146931298767787,1.647311905720416,0.6435717477483891,2.5596398715197317,1.505330926135078,1.6227136614597553,0.6437012984659866,2.5209109649566757,49,75,39.5,60.5,124,2022-03-01-00:00,2022-06-01-00:00
25,14,14,140,50,0.001,0.06499999999999999,0.7825381231678782,-0.9728544879206626,0.6532385984305196,-1.4892789407393512,1.5433088240228532,1.721564945299328,0.6436010098155178,2.6748947236624105,1.533769748838666,1.6969667010386735,0.6437362599318942,2.6361210431399478,51,73,41.1,58.9,124,2022-03-01-00:00,2022-06-01-00:00
