interval_opt,macd_slow_opt,macd_fast_opt,macd_signal_opt,multiple_hold,multiple_macd_strategy,multiple_macd_strategy_net,trend_ref,start_opt,end_opt,ann_log_mean_hold,ann_log_std_hold,sharpe_ratio_hold,ann_log_mean_macd,ann_log_std_macd,sharpe_ratio_macd,ann_log_mean_macd_net,ann_log_std_macd_net,sharpe_ratio_macd_net
5m,16,8,27,0.8827339383913808,0.9610847189213556,0.9226489399113328,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,8,28,0.8827339383913808,0.950992313173338,0.9114089146683608,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,8,29,0.8827339383913808,0.9490944966834912,0.9095900914841027,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,6,0.8827339383913808,0.9030838874051756,0.843696249942119,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,7,0.8827339383913808,0.8979403417215998,0.8417489964046524,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,8,0.8827339383913808,0.9128382048246548,0.8600913502607923,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,9,0.8827339383913808,0.9063707828865796,0.853997637664162,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,10,0.8827339383913808,0.9088292128727804,0.8577714745267803,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,11,0.8827339383913808,0.912868212972959,0.8645189249597203,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,12,0.8827339383913808,0.9085306972601964,0.858949193732783,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,13,0.8827339383913808,0.9132870648872377,0.8634459907597454,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,14,0.8827339383913808,0.9418280159301484,0.890429368383203,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,15,0.8827339383913808,0.9481766206948612,0.8994855937383344,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,16,0.8827339383913808,0.9469668158892522,0.8983379151622868,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,17,0.8827339383913808,0.9402803384584796,0.8919948035620145,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,18,0.8827339383913808,0.9405274436131584,0.8922292193047368,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,19,0.8827339383913808,0.9540282116322458,0.911214001336694,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,20,0.8827339383913808,0.952101848012589,0.912472267052624,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,21,0.8827339383913808,0.959870336155556,0.9214831228408364,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,22,0.8827339383913808,0.9601259670509544,0.921728530524472,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,23,0.8827339383913808,0.9573123868877134,0.91902747129019,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,24,0.8827339383913808,0.961439676264938,0.9261342686351282,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,25,0.8827339383913808,0.9569793055817516,0.9202713691072132,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,26,0.8827339383913808,0.95254913559746,0.9160111321584702,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,27,0.8827339383913808,0.9512730320816236,0.9132296428574986,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,28,0.8827339383913808,0.946323967210217,0.908478501394881,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,9,29,0.8827339383913808,0.9361073364873268,0.8971434992088057,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,6,0.8827339383913808,0.8970280526881204,0.8394650107478341,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,7,0.8827339383913808,0.9092483834850268,0.8567089608440512,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,8,0.8827339383913808,0.9049300975101464,0.8526401999230943,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,9,0.8827339383913808,0.9088292128727804,0.8577714745267803,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,10,0.8827339383913808,0.912519715213376,0.8641888850873883,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,11,0.8827339383913808,0.9089805179561228,0.8593744662362387,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,12,0.8827339383913808,0.9093608363388784,0.8597340293959811,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,13,0.8827339383913808,0.9081896268867606,0.8557113827547609,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,14,0.8827339383913808,0.947238312833412,0.8985954701205989,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,15,0.8827339383913808,0.9445613914782348,0.8960560147680849,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,16,0.8827339383913808,0.9393334818797616,0.8910965702230941,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,17,0.8827339383913808,0.9528911040964444,0.908581500616528,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,18,0.8827339383913808,0.9498733318995626,0.908789731128128,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,19,0.8827339383913808,0.9580169462981792,0.9181411596755696,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,20,0.8827339383913808,0.9591850295721366,0.9192606235179296,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,21,0.8827339383913808,0.9583371015917934,0.9200112055196676,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,22,0.8827339383913808,0.9537441696906048,0.9156019545282744,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,23,0.8827339383913808,0.9529815597664169,0.9164269693450008,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,24,0.8827339383913808,0.9527620354993878,0.9146590979282924,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,25,0.8827339383913808,0.9482363437947636,0.9103143980580009,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
